id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,colorGroup
40665,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Span Women Multi Colored Kurta,Other
21652,Women,Apparel,Innerwear,Bra,Black,Summer,2015.0,Casual,Enamor Women Smooth Black Bra,Neutral
59748,Women,Apparel,Loungewear and Nightwear,Nightdress,Cream,Summer,2017.0,Casual,Avirate Cream Nightdress,Neutral
15467,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Puma Men Logo Bermuda Black Shorts,Neutral
45317,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Van Heusen Men Black & Brown Reversible Belt,Neutral
4030,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Remote City Black T-shirt,Neutral
37737,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Blue & Yellow Check Shirt,Cool
20780,Women,Footwear,Shoes,Heels,Silver,Spring,2013.0,Casual,Carlton London Women Classy Silver Heels,Metallic
45919,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Maxima Men Blue Dial Watch,Cool
56532,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,Casual,Streetwear Satin Smooth Go Grape Lipcolor 03,Cool
41585,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Basics Men White Striped Shirt,Neutral
32077,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Playboy Men Printed Grey Brief,Neutral
40457,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Casual Shoes,Warm
10327,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Slick Gents 3HD Black Watches,Neutral
24112,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,Playboy Men Navy Blue Flip Flops,Cool
45125,Men,Accessories,Watches,Watches,Silver,Summer,2017.0,Casual,Casio Enticer Men Silver Analogue Watch MTP-1165A-7C2DF(A263),Metallic
4202,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Disney Kids Boy's Navy Crew Sea Life Sialing Kidswear,Cool
53040,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Other
14787,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,Arrow Men Stripes Maroon Slim Fit Shirt,Warm
33999,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Femella Women Check Grey Shirt,Neutral
47672,Women,Accessories,Scarves,Scarves,Green,Summer,2012.0,Casual,Femella Women Green & Blue Printed Scarf,Cool
18976,Men,Apparel,Bottomwear,Track Pants,Red,Summer,2011.0,Casual,ADIDAS Originals Men Firebird Red Track Pants,Warm
34380,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Royal T-shirt,Warm
6555,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2011.0,Casual,Nike Unisex All Access Grey Backpack,Neutral
23337,Women,Apparel,Topwear,Dupatta,Brown,Fall,2011.0,Ethnic,W Women Brown Dupatta,Warm
17102,Women,Accessories,Wallets,Wallets,Orange,Winter,2015.0,Casual,Lino Perros Women Button Flap Orange Wallet,Warm
51717,Unisex,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Allen Solly Unisex Sunglasses AS236-C1,Neutral
7487,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,Nike Women Be Strong Black Track Pant,Neutral
27797,Men,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Bulchee Men Leather Brown Wallet,Warm
30720,Boys,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Boys Printed Blue Kurta,Cool
3027,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Lee Women Fergie Orange T-shirt,Warm
19098,Women,Apparel,Topwear,Kurtas,Beige,Fall,2011.0,Ethnic,Mother Earth Women Embroided Beige Kurta,Neutral
12470,Men,Apparel,Topwear,Shirts,Beige,Fall,2011.0,Casual,Basics Men Beige Slim Fit Shirt,Neutral
26645,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Puma Men Driving Power Light Grey Shoes,Neutral
43828,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Green Earrings,Metallic
28519,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Nike Men Breakline Black Track Pants,Neutral
50403,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Miss Sixty Silver Watch,Metallic
6793,Men,Apparel,Topwear,Shirts,Brown,Summer,2011.0,Casual,Timberland Men Vintage Rugged Cargo Khaki Shirt,Warm
34146,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Reid & Taylor Men White T-shirt,Neutral
7641,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Puma Men's Slogan White T-shirt,Neutral
46566,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Men Black Watch,Neutral
16216,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Puma Men Lifestyle  Grey Track Pant,Neutral
43014,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Calvin Klein Men Grey Brief,Neutral
2333,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,Reebok Men Laser Blue T-shirt,Cool
13764,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Belmonte Men Check White Shirts,Neutral
26483,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue T-shirt,Cool
31434,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Highlander Men Grey Trousers,Neutral
41743,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Catwalk Women Bronze Heels,Metallic
39659,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lotto Men Black Shoes,Neutral
25206,Women,Accessories,Bags,Backpacks,Beige,Winter,2015.0,Casual,Lino Perros Women Leatherite Beige Backpack,Neutral
11033,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,Jealous 21 Women Check Red Tops,Warm
33363,Women,Accessories,Wallets,Wallets,Purple,Summer,2012.0,Casual,Baggit Women Auxi Baby Purple Wallet,Cool
40691,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Numero Uno Men Black Shoes,Neutral
52354,Women,Apparel,Loungewear and Nightwear,Nightdress,Yellow,Winter,2015.0,Casual,Red Rose Women Yellow Nightdress,Warm
15493,Women,Footwear,Shoes,Heels,Black,Fall,2011.0,Casual,Carlton London Women Black Heeled Shoes,Neutral
5116,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Women Folk Side Print Grey T-shirt,Neutral
44231,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,Nike Men Air Max Turbulence+ 18 Grey Sports Shoes,Cool
14541,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,Vishudh Women White and Red Printed Kurta,Neutral
53286,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Blue Jeans,Cool
20774,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Carlton London Women Classy Gold Heels,Metallic
25034,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2011.0,Sports,Nike Men Navy Blue Track Pants,Cool
41571,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,AND Women Red Dress,Warm
53888,Women,Accessories,Bags,Handbags,Yellow,Summer,2012.0,Casual,Kiara Women Yellow Handbag,Warm
33151,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Printed Pink Top,Warm
1784,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Lotto Men's Melbourne White-Red Shoe,Neutral
57414,Women,Apparel,Innerwear,Briefs,Green,Winter,2015.0,Casual,Amante Women Green Lace Bikini Briefs PGTE01,Cool
36423,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Spinn Men Bostern Road White Sports Shoes,Neutral
21494,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Kiara Women Steel Strap Black Handbag,Neutral
52166,Women,Accessories,Jewellery,Pendant,Silver,Fall,2012.0,Casual,Lencia Sterling Silver Pendant,Metallic
14773,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Arrow Men Stripes Black Shirts,Neutral
20546,Women,Accessories,Belts,Belts,Teal,Winter,2015.0,Casual,Baggit Women Princy Taj Teal Belt,Cool
5324,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Fila Men's Rowley White Red Shoe,Neutral
44003,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Police Women Pure Perfume,Neutral
34374,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Burps T-shirt,Warm
18982,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,ADIDAS Originals Men Vespa Graphic T Grey Tshirt,Neutral
50631,Men,Apparel,Innerwear,Trunk,Grey Melange,Winter,2016.0,Casual,Chromozome Men Grey Melange & Black Trunks,Other
16024,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Highlander Men Check Green Shirt,Cool
22211,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Timberland Men Navy Blue Striped T-Shirt,Cool
7473,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Proline Men Grey Polo T-shirt,Neutral
19850,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,U.S. Polo Assn. Men Purple Shirt,Cool
46754,Women,Personal Care,Fragrance,Perfume and Body Mist,Gold,Spring,2017.0,Casual,Valentino Perfumes Women Gold 50 ml Eau de Parfum,Metallic
27763,Men,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Bulchee Ufficio Men Brown Wallet,Warm
13556,Women,Footwear,Shoes,Heels,Yellow,Spring,2013.0,Casual,Carlton London Women Casual Yellow Flats,Warm
43226,Women,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,United Colors of Benetton Women Purple Printed Shirt,Cool
2101,Men,Apparel,Topwear,Shirts,Blue,Winter,2010.0,Casual,Lee Men Check Mason Blue Shirt,Cool
16818,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Locomotive Men Check Green Shirt,Cool
31606,Unisex,Accessories,Bags,Backpacks,Black,Winter,2012.0,Casual,Nike Unisex Black Backpack,Neutral
12484,Men,Footwear,Sandal,Sandals,Olive,Winter,2012.0,Casual,Clarks Men Olive Leather Sandals,Cool
33535,Women,Footwear,Shoes,Heels,Black,Summer,2016.0,Casual,Cobblerz Women Black & Maroon Pumps,Neutral
57070,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Elle Women Blue Jeans,Cool
25450,Women,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Nike Women Snapper Thong Red Flip Flops,Warm
11665,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Lee Women Printed Blue Tshirts,Cool
14317,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,ADIDAS Men Solid White Tshirts,Neutral
20122,Women,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Wrangler Women Yoke Purple Shirt,Cool
5740,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Basics Men Navy Academy Football League Striped Polo T-shirt,Cool
37195,Women,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,United Colors of Benetton Women Beige Trousers,Neutral
4692,Unisex,Accessories,Watches,Watches,Green,Winter,2016.0,Sports,ADIDAS Unisex New York Griffiti Digital Green Watch,Cool
36047,Unisex,Accessories,Bags,Backpacks,Olive,Summer,2012.0,Casual,OTLS Unisex Olive Green Backpack,Cool
52502,Women,Apparel,Loungewear and Nightwear,Bath Robe,Pink,Winter,2015.0,Casual,Red Rose Pink & Purple Printed Bath Robe,Warm
51387,Men,Apparel,Innerwear,Boxers,White,Summer,2012.0,Casual,Myntra White Printed Boxers,Neutral
16440,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011.0,Casual,Levis Men Printed Olive Tshirts,Cool
8863,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Mark Taylor Men Red Striped Shirt,Warm
22675,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015.0,Travel,Wildcraft Unisex Blue Backpack,Cool
7017,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,s.Oliver Women White T-shirt,Neutral
34710,Girls,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Allen Solly Kids Girls Polka Green T-shirt,Cool
17592,Unisex,Accessories,Eyewear,Sunglasses,Black,Summer,2017.0,Sports,Speedo Unisex Funky Eyewear Black Sunglasses,Neutral
31262,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Munchen Navy Blue T-shirt,Cool
49378,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Black Versa Shoes,Neutral
19408,Men,Apparel,Topwear,Tshirts,Off White,Fall,2011.0,Casual,ADIDAS Men  Off White Polo Tshirt,Neutral
27307,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,ADIDAS Men Team Force Deo,Neutral
13132,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Provogue Men Brown Casual Shoes,Warm
43642,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Vero Moda Women Grey Top,Neutral
46102,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,ADIDAS Men Green Lucent Shoes,Cool
49976,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016.0,Casual,Hanes Men Red Innerwear Vest,Warm
23595,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Nike Fragrances Men Cool Wind Perfume 150 ml,Neutral
27909,Women,Apparel,Bottomwear,Trousers,White,Summer,2012.0,Casual,Scullers For Her Women White Trousers,Neutral
34522,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Red Tape Men Brown Sandals,Warm
31050,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Arrow Sport Men Check Navy Blue Shirt,Cool
3685,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2011.0,Casual,Inkfruit Men Charcoal Grey Printed Round Neck T-shirt,Other
29893,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Mayhem Women Sunglasses 1012-162,Neutral
28941,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,BIBA Women Ethnic Green Kurta,Cool
48098,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Women Blue Jeans,Cool
43470,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2017.0,Casual,SDL by Sweet Dreams Women White Pyjama Set,Neutral
30182,Men,Accessories,Bags,Backpacks,Olive,Summer,2012.0,Casual,Nike Men Olive Backpack,Cool
2757,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Classic Polo Men's Blue T-shirt,Cool
13300,Men,Apparel,Bottomwear,Shorts,Beige,Fall,2011.0,Casual,Gini and Jony Men Solid Beige Shorts,Neutral
57242,Women,Accessories,Bags,Duffel Bag,Brown,Summer,2012.0,Casual,Murcia Women Brown Duffle Bag,Warm
10585,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Carrera Men Rubber strap dial Black Watches,Neutral
14919,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Mr. Men Men HA! Navy Blue Tshirts,Cool
33707,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2012.0,Casual,Cobblerz Men Black Casual Shoes,Neutral
41327,Women,Apparel,Topwear,Dupatta,Purple,Fall,2012.0,Ethnic,Aurelia Women Purple Dupatta,Cool
25662,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch NA2404SL02,Neutral
11457,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Light Winter Black Tshirts,Neutral
56390,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017.0,Casual,Estee Lauder Women Pleasures Bloom 50 ml Perfume,Warm
5572,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men's Coleman Khaki Shoe,Neutral
44655,Women,Apparel,Topwear,Shirts,Red,Winter,2012.0,Casual,Lee Women Rebecca Red Shirt,Warm
14125,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Men Washed Blue Jeans,Cool
20310,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Jealous 21 Women Stripes White Tops,Neutral
36275,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night suits,Warm
18949,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Levis Men Trainer Liner Flat Knit Pack of 3 Socks,Cool
23308,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,W Women Green Kurta,Cool
29632,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Indigo Nation Men Striped Purple Shirt,Cool
3824,Unisex,Footwear,Flip Flops,Flip Flops,Brown,Winter,2014.0,Casual,Crocs Unisex Crocband Khaki Sandal,Warm
51728,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Allen Solly Women Oversized Sunglasses AH220-C1,Neutral
18175,Girls,Apparel,Dress,Dresses,Lavender,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Lavender Dress,Cool
9522,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men blue white stripe Blue Shirts,Cool
17901,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,Nike Men Football Soccer Black Jacket,Neutral
48605,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings,Metallic
3018,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Lee Men's Believe Chocolate T-shirt,Neutral
55388,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017.0,Casual,Revlon Totally Toffee Nail Enamel 310,Warm
45926,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Ssteele Men Black Dial Watch,Neutral
52991,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Green & Blue Printed Sari,Cool
40468,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Fila Men Rockford Black Shoes,Neutral
53843,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Vishudh Women Printed White Kurta,Neutral
38572,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2012.0,Casual,Nike Men Black AD Striker Track Pants,Neutral
10318,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Women Grace Two Tone Steel Watch,Other
59545,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Silver Earrings,Metallic
58497,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Tonga Women Pink Top,Warm
24911,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,United Colors of Benetton Kids Boys Grey Printed T-shirt,Neutral
41788,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Remanika Women Black Top,Neutral
4833,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Spring,2013.0,Sports,ADIDAS Men's Navy Blue White Track Pant,Cool
38740,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012.0,Casual,Nike Unisex Blue Backpack,Cool
59777,Women,Accessories,Jewellery,Bracelet,Gold,Winter,2016.0,Casual,Estelle Women Gold Bracelet,Metallic
45328,Women,Footwear,Shoes,Heels,Black,Summer,2016.0,Casual,Cobblerz Women Black Heels,Neutral
37708,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Fila Men Top Fuel Black Sports Shoes,Neutral
54854,Women,Accessories,Jewellery,Necklace and Chains,Pink,Summer,2013.0,Casual,Ivory Tag Women Delectable Pink Necklace,Warm
6758,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Timberland Men's Linear Logo Red T-shirt,Warm
55986,Women,Personal Care,Lips,Lipstick,Magenta,Summer,2019.0,Casual,ColorBar Velvet Matte Addictive Magenta Lipstick 46 P,Warm
42931,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,French Connection Men Black Wallet,Neutral
9710,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men Scul White Shirts,Neutral
23906,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Fila Men Figio White Shoes,Neutral
48437,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,French Connection Men Blue Printed T-shirt,Cool
54068,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,ADIDAS Men Grey Flint TR Low Shoes,Neutral
26448,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,Puma Men Kuris Black Sports Shoes,Neutral
19295,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Guess Women Hopscotch Steel Watch,Other
57289,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,French Connection Men Blue & Brown Shirt,Cool
38324,Unisex,Free Items,Free Gifts,Free Gifts,Blue,Summer,2012.0,Casual,Puma Unisex Blue Backpack,Cool
15800,Men,Apparel,Innerwear,Briefs,Khaki,Summer,2016.0,Casual,Facit Men Mid- Rise BF Khaki Briefs,Warm
1925,Unisex,Accessories,Bags,Backpacks,Black,Fall,2010.0,Sports,Quechua Black Bag,Neutral
53629,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Q&Q Men Black Watch,Cool
26810,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2013.0,Formal,Arrow Men Grey Flat Front Trousers,Neutral
29064,Men,Accessories,Bags,Backpacks,Black,Winter,2016.0,Casual,Fastrack Men Black Backpack,Neutral
12219,Men,Apparel,Bottomwear,Trousers,Green,Fall,2011.0,Formal,Basics Men Green Trousers,Cool
51942,Women,Accessories,Bags,Handbags,Lavender,Summer,2016.0,Casual,Nyk Women Lavender Scrim Handbag,Cool
9374,Unisex,Accessories,Socks,Socks,Blue,Fall,2011.0,Casual,Puma Unisex Foundation Blue Socks,Cool
50890,Women,Apparel,Saree,Sarees,Yellow,Fall,2012.0,Ethnic,Prafful Yellow & Maroon Printed Sari,Warm
30149,Men,Accessories,Belts,Belts,Olive,Summer,2012.0,Casual,Wrangler Men Dark Olive & Brown Belt,Cool
29256,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men Duramo 4 M Black Sports Shoes,Neutral
12817,Men,Footwear,Sandal,Sandals,Grey,Fall,2011.0,Casual,Puma Men Snipper Grey Sandals,Neutral
47229,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Franco Leone Men Black Sandals,Neutral
17559,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey & White Striped Shirt,Neutral
28384,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Men Black Sunglasses,Neutral
8094,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,ADIDAS Men Adizero Slide Blue Flip Flops,Cool
6932,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Tantra Men's Time Zone Grey T-shirt,Neutral
9146,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Mid Stone Blue Maxi Fit Jeans,Cool
43689,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Doodle Boys Printed Red T-shirt,Warm
24549,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Ethnic,Mother Earth Women Black Printed Top,Neutral
37962,Women,Footwear,Shoes,Flats,Beige,Fall,2012.0,Casual,Clarks Women Beige & Brown Leather Ballerinas,Neutral
21807,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Marcus Traveller Brown Wallet,Warm
57887,Women,Personal Care,Skin,Mask and Peel,Pink,Spring,2017.0,Casual,Biotique Bio Fruit Whitening and Depigmentation Face Pack,Warm
56955,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,HM Women Golden Flats,Metallic
59121,Men,Apparel,Topwear,Jackets,Black,Summer,2012.0,Casual,Just Natural Men Black Jacket,Neutral
14926,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Mr. Men Men Mr. Happy DK.Green Tshirts,Cool
33738,Women,Accessories,Belts,Belts,Brown,Summer,2015.0,Casual,Pieces Women Brown Belt,Warm
39202,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Wedges,Warm
11468,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Summer Navy Blue Shirt,Cool
58235,Women,Accessories,Wallets,Wallets,Grey,Summer,2012.0,Casual,Baggit Women Grey Wallet,Neutral
49949,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Grey Melange,Summer,2016.0,Casual,Hanes Men Grey Melange Shorts,Other
31853,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Edge Men Black Dial Watch,Neutral
28142,Men,Apparel,Bottomwear,Shorts,Grey Melange,Summer,2016.0,Casual,Jockey 24 x 7 Men Grey Melange Lounge Shorts 9426,Other
27936,Women,Apparel,Bottomwear,Jeans,Grey,Summer,2012.0,Casual,Jealous 21 Women Grey Magic Colour Jeans,Neutral
46901,Men,Personal Care,Fragrance,Deodorant,Black,Summer,2017.0,Casual,Umbro Men Set of 2 Deos,Neutral
19605,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,United Colors Of Benetton Women Purple T-shirt,Cool
8252,Women,Accessories,Bags,Handbags,Beige,Winter,2016.0,Casual,Fastrack Beige Printed Tote Bag,Neutral
50864,Women,Apparel,Saree,Sarees,Purple,Summer,2012.0,Ethnic,Prafful Purple & Pink Sari,Cool
9380,Men,Footwear,Shoes,Sports Shoes,Green,Fall,2011.0,Sports,Nike Men Elite Sports Shoes,Cool
7028,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2011.0,Casual,s.Oliver Men Grey Checked Shorts,Neutral
28370,Men,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016.0,Casual,Idee Men Metallic Sunglasses,Other
23798,Women,Footwear,Shoes,Heels,Black,Summer,2011.0,Casual,Clarks Women Blue Ocean Black Heels,Neutral
3488,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2013.0,Casual,ADIDAS Men's Jawpaw Black Metal Shoe,Neutral
7814,Men,Apparel,Topwear,Tshirts,Purple,Summer,2013.0,Casual,Proline Men Purple Polo T-shirt,Cool
27338,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017.0,Casual,Pierre Cardin Women Emotion Perfume,Warm
20921,Men,Apparel,Bottomwear,Shorts,Olive,Fall,2011.0,Casual,Deni Yo Men Solid Olive Short,Cool
